business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-00084,retail,13,high,10,552821.99,338,184,0.732,32,1.0,2.8,727258.73,293,206,0.704,28,1.2,3.9,721426.33,444,206,0.632,30,0.8,2.32,565883.47,266,157,0.876,28,1.7,1.83,656010.47,321,171,0.693,28,0.5,3.3,618280.84,370,164,0.667,23,0.5,2.76
NG-SME-00085,retail,11,medium,12,958065.2,122,69,0.681,65,2.1,3.15,525663.39,93,46,0.655,27,1.7,2.18,559272.57,152,61,0.754,39,2.7,1.89,732096.8,151,67,0.786,43,2.2,3.11,913200.74,131,57,0.772,43,2.4,3.4,660693.14,107,54,0.773,30,2.1,1.77
NG-SME-00086,services,20,high,11,862042.28,260,224,0.506,4,3.0,2.55,957863.57,313,298,0.325,4,2.3,2.4,616949.78,181,172,0.364,4,2.3,2.49,735899.14,257,137,0.288,3,1.2,2.06,734807.16,167,290,0.376,6,1.4,2.57,671209.8,257,209,0.386,5,2.0,3.47
NG-SME-00087,transport,39,high,10,630999.46,87,143,1.0,14,1.6,1.84,766877.62,166,155,0.835,8,1.0,0.96,816132.39,191,204,0.882,21,1.2,1.0,567457.29,107,124,1.0,10,0.9,1.99,531861.42,122,98,0.835,13,0.5,0.63,607415.02,133,135,0.929,14,0.8,0.0
NG-SME-00088,retail,29,high,2,373944.86,182,108,0.84,6,0.9,2.37,465023.83,242,82,0.752,4,0.5,2.84,509232.42,225,115,0.743,5,0.5,3.18,436277.61,179,90,0.9,4,1.0,2.62,516358.81,209,144,0.847,7,0.7,2.24,508382.46,318,132,0.762,6,0.9,2.52
NG-SME-00089,retail,146,high,7,864439.17,350,50,0.695,46,2.5,2.94,759064.32,235,47,0.674,40,1.6,1.9,619681.45,296,50,0.678,30,1.9,1.5,688948.81,268,50,0.578,34,0.9,0.99,810616.69,353,65,0.753,29,1.5,2.02,894282.48,306,71,0.46,44,1.8,4.06
NG-SME-00090,retail,41,high,6,910531.52,255,89,0.693,25,0.6,2.05,856012.63,261,114,0.638,18,1.7,1.97,734910.47,169,82,0.831,13,0.8,1.94,743541.06,168,85,0.969,15,0.5,3.07,737608.05,176,79,0.712,12,1.1,2.68,965118.78,219,92,0.682,11,0.8,2.34
NG-SME-00091,food,82,high,9,391656.3,135,73,0.467,16,0.5,1.91,371114.03,241,98,0.6,19,0.7,2.6,473249.65,253,123,0.564,20,1.1,2.32,453628.34,234,170,0.501,28,0.5,0.0,249188.66,167,66,0.741,16,0.7,3.43,386732.43,194,99,0.676,21,0.5,2.04
NG-SME-00092,services,17,high,8,901201.48,284,170,0.404,35,0.9,2.6,1018454.63,229,129,0.311,37,0.7,3.23,910676.92,301,209,0.477,35,1.4,3.15,1269362.51,319,197,0.389,38,1.0,3.38,1483867.33,319,278,0.454,51,0.5,1.45,877284.75,235,171,0.555,35,1.5,2.93
NG-SME-00093,services,90,high,8,592531.56,233,166,0.483,43,1.7,4.68,537686.18,192,115,0.496,29,1.4,3.87,475819.61,253,181,0.674,33,1.3,4.13,649242.98,306,196,0.624,43,1.2,2.74,653290.8,294,167,0.528,42,2.3,2.27,510755.86,190,175,0.533,32,2.6,3.88
NG-SME-00094,transport,46,high,4,522571.46,271,185,0.916,1,2.2,1.16,481125.02,241,168,0.774,2,1.9,1.59,547547.97,304,199,0.895,1,2.2,1.32,746232.17,239,161,0.822,1,1.9,1.5,603828.21,234,154,0.662,1,2.1,0.46,506704.25,199,125,0.943,1,1.6,0.73
NG-SME-00095,retail,28,high,3,731956.94,131,38,0.764,23,4.1,3.34,873232.96,106,51,0.763,32,2.8,1.78,698251.07,85,47,0.759,37,2.5,2.42,875655.36,103,42,0.902,49,3.5,3.16,1061926.02,125,56,0.613,44,2.7,2.63,805206.09,77,40,0.578,32,2.4,3.88
NG-SME-00096,retail,16,high,2,292560.99,193,201,0.731,29,2.4,1.43,330025.16,199,253,0.869,39,2.2,3.19,318060.36,225,246,0.852,27,2.5,0.89,278707.16,189,190,0.842,43,3.4,1.98,355083.13,266,261,0.704,46,2.8,2.83,361730.62,179,300,0.642,44,3.0,1.6
NG-SME-00097,transport,70,high,8,437189.44,249,137,0.796,12,2.8,0.0,353463.64,200,108,0.889,15,3.4,1.35,394313.2,258,122,0.934,23,3.7,1.66,403675.48,270,177,0.782,15,3.3,1.12,605944.36,342,185,0.559,21,2.7,1.95,283665.24,208,91,0.902,16,2.5,0.14
NG-SME-00098,retail,28,high,4,333689.9,208,223,0.633,12,1.2,3.53,278557.1,222,266,0.671,14,0.7,2.0,317833.35,279,326,0.84,18,0.8,2.18,412693.44,274,332,0.863,20,1.1,3.49,258790.22,156,275,0.683,19,0.5,2.4,249944.89,161,257,0.676,15,1.5,2.97
NG-SME-00099,services,71,high,8,1112657.6,148,144,0.486,20,0.7,2.97,870483.12,131,97,0.378,13,1.3,3.31,1045744.38,147,161,0.516,21,1.2,2.33,1213889.97,218,181,0.548,23,1.0,2.51,1540636.02,219,198,0.396,28,1.2,3.28,996408.41,136,107,0.563,17,1.8,4.08
NG-SME-00100,services,26,high,8,385406.29,353,229,0.586,26,2.3,5.27,315024.6,301,179,0.453,19,2.1,4.2,406325.4,431,251,0.452,25,2.2,3.38,452643.21,491,241,0.524,21,2.1,2.95,520776.31,436,290,0.455,24,2.1,3.04,350554.53,264,207,0.514,17,2.4,2.2
NG-SME-00101,retail,59,high,12,591408.97,393,231,0.806,31,3.6,2.57,411535.15,280,205,0.722,35,3.4,2.13,385630.64,390,261,0.876,35,2.4,1.89,405179.73,445,291,0.69,25,3.3,3.58,437743.8,378,255,0.664,43,3.3,1.98,438266.75,394,207,0.764,44,2.0,1.85
NG-SME-00102,retail,35,high,4,325288.92,244,225,0.702,11,0.5,1.38,327204.25,225,232,0.667,7,1.4,2.02,384047.49,259,237,0.681,8,1.0,2.32,442505.69,227,249,0.615,15,1.9,2.2,328632.18,275,181,0.742,6,0.5,2.54,277898.43,183,153,0.582,8,1.0,3.28
NG-SME-00103,retail,6,medium,8,749421.53,391,282,0.732,17,1.7,2.3,599838.01,424,209,0.783,28,2.0,4.22,762063.35,401,226,0.742,25,1.6,3.22,729114.65,360,145,0.707,30,1.7,3.28,880588.16,375,391,0.649,40,1.5,2.88,691893.54,292,208,0.566,22,2.0,2.21
NG-SME-00104,services,26,high,9,423544.71,340,148,0.556,19,1.2,2.46,437151.09,329,186,0.364,29,0.5,2.43,543685.22,452,185,0.551,34,0.7,3.32,556769.47,522,175,0.329,29,1.6,3.42,381211.59,291,140,0.358,15,2.0,4.69,460388.01,384,187,0.595,13,1.1,3.98
NG-SME-00105,retail,38,high,9,659469.43,235,141,0.801,21,0.6,1.49,508258.42,277,177,0.77,15,0.5,2.89,553639.42,404,214,0.768,43,0.5,3.29,689535.48,365,231,0.918,36,0.5,2.91,571756.9,195,131,0.677,24,1.5,2.35,651911.68,242,196,0.792,26,1.0,2.69
NG-SME-00106,food,68,high,3,175944.66,169,196,0.68,39,3.0,2.29,188110.94,163,231,0.86,32,3.8,0.56,166681.36,181,224,0.644,23,3.0,1.96,195118.83,223,234,0.615,35,3.1,1.88,218239.07,154,253,0.754,24,2.4,1.83,154060.71,164,192,0.566,24,2.9,2.63
NG-SME-00107,services,133,high,11,559036.46,457,280,0.343,15,1.0,3.19,544321.36,512,411,0.64,16,1.1,2.21,366394.42,317,201,0.438,10,0.5,1.68,363481.27,339,241,0.41,12,2.2,3.8,459479.42,389,241,0.547,13,0.8,4.44,394723.99,468,286,0.361,10,1.3,2.61
NG-SME-00108,retail,8,medium,5,859711.39,384,279,0.807,9,1.9,2.6,1149893.79,465,312,0.746,8,2.5,1.83,1106153.01,430,304,0.813,11,1.4,1.57,775654.79,364,193,0.777,8,2.2,2.51,780440.64,335,229,0.843,6,2.0,0.96,916393.24,377,280,0.84,7,1.1,1.96
NG-SME-00109,food,30,high,11,567228.14,346,170,0.454,30,2.2,3.45,680441.54,513,267,0.613,29,1.2,2.4,403625.78,253,160,0.671,17,1.1,1.34,575696.92,255,194,0.558,29,1.9,1.94,592963.28,402,220,0.823,23,0.5,1.99,632361.87,442,249,0.586,27,0.5,1.32
NG-SME-00110,food,37,high,9,324470.12,310,69,0.57,3,0.5,2.71,342088.75,353,66,0.667,3,0.5,1.39,526773.0,364,111,0.808,5,1.3,2.81,505977.81,393,102,0.619,4,2.3,1.42,322958.41,262,69,0.647,2,1.2,1.43,352589.6,387,72,0.796,3,1.8,1.63
NG-SME-00111,transport,93,high,8,337021.5,255,88,0.986,5,2.4,1.06,292281.78,290,76,0.932,4,2.4,0.0,379478.34,336,59,0.972,6,1.5,0.92,421236.45,365,101,0.962,11,2.1,1.98,504080.9,393,90,0.798,10,2.1,0.6,311347.51,191,71,0.91,6,1.6,2.73
NG-SME-00112,retail,10,medium,1,395571.45,318,46,0.912,6,0.8,2.99,523231.78,340,46,0.906,8,1.8,2.8,436668.91,356,47,0.972,10,0.9,2.63,502015.57,364,61,0.914,11,0.5,3.43,527896.91,311,48,0.99,8,0.5,2.07,618537.0,408,64,0.794,8,1.0,3.22
NG-SME-00113,retail,25,high,7,437904.24,213,102,0.525,23,1.9,3.85,408248.23,209,74,0.811,9,2.3,3.26,372133.5,160,75,0.694,9,1.2,2.12,405572.16,183,91,0.691,13,2.8,2.56,503063.5,235,109,0.688,17,2.3,0.93,552943.86,235,150,0.659,15,2.0,3.35
NG-SME-00114,food,26,high,3,377055.93,383,261,0.629,1,1.5,1.18,303539.41,404,259,0.762,1,1.0,0.38,338523.65,326,207,0.597,2,0.9,1.25,378759.45,396,279,0.598,2,1.3,1.31,379224.08,393,233,0.574,2,1.5,1.89,330114.06,405,267,0.738,1,1.0,1.52
NG-SME-00115,retail,46,high,5,584270.64,156,186,0.722,9,0.8,3.94,690901.3,156,240,0.646,11,0.7,1.8,747266.16,162,175,0.73,16,1.4,1.33,641175.38,130,184,0.746,13,1.5,0.89,464252.21,107,170,0.816,14,1.0,2.58,584576.67,128,150,0.859,12,0.5,2.33
NG-SME-00116,services,75,high,7,1650377.7,167,77,0.429,23,0.5,2.5,1224799.99,109,52,0.538,20,1.4,4.08,933659.17,108,44,0.632,20,1.8,3.55,1199499.17,144,63,0.411,36,1.4,3.82,1227983.83,131,56,0.395,38,0.9,2.62,1286483.27,118,76,0.517,33,1.2,3.07
NG-SME-00117,services,60,high,11,705887.65,446,270,0.447,32,1.4,1.34,874426.77,446,296,0.388,19,1.3,3.74,646425.68,306,218,0.525,18,0.7,5.2,829166.61,404,225,0.453,18,1.1,3.19,571983.25,408,261,0.519,23,1.5,3.36,867482.57,377,214,0.559,27,0.5,2.96
NG-SME-00118,retail,117,high,5,469716.01,142,143,0.727,17,3.7,3.26,526507.12,205,158,0.847,14,3.6,3.16,570446.62,166,194,0.672,19,3.2,2.26,471952.15,134,142,0.747,20,2.8,1.33,389618.26,107,124,0.656,22,3.1,3.57,446566.23,144,120,0.632,18,2.9,2.97
NG-SME-00119,retail,62,high,6,664884.23,202,94,0.749,32,2.7,2.93,789431.82,225,98,0.679,16,3.1,2.35,484615.12,177,91,0.816,18,2.8,1.28,485101.49,139,68,0.591,19,3.4,3.22,678948.83,142,84,0.751,29,3.3,1.77,772665.74,185,97,0.889,31,2.8,3.22
NG-SME-00120,retail,42,high,3,835897.24,107,107,0.691,13,1.2,2.0,860707.23,88,115,0.743,22,1.2,2.56,699794.95,106,118,0.548,15,0.9,1.2,874712.47,107,126,0.805,14,1.2,2.2,1033716.25,153,134,0.985,21,0.9,2.95,965083.5,108,109,0.695,16,1.3,1.67
NG-SME-00121,retail,23,high,10,496502.42,135,55,0.627,12,0.8,1.9,658761.85,151,55,0.889,14,0.6,2.21,730848.06,183,68,0.614,16,1.4,2.9,473424.71,136,43,0.73,10,1.0,1.31,567590.67,140,44,0.646,17,1.2,3.82,654113.15,147,53,0.807,10,0.8,2.96
NG-SME-00122,services,21,high,11,1046892.76,304,223,0.372,38,1.0,4.67,1061716.71,183,220,0.36,27,0.6,3.68,659569.8,161,114,0.336,22,1.8,2.68,916011.06,157,164,0.61,28,0.5,2.98,1061448.75,254,182,0.512,24,0.9,4.69,988474.03,210,192,0.368,20,0.6,2.44
NG-SME-00123,retail,37,high,11,562956.56,328,202,0.689,6,1.4,2.86,545375.22,369,236,0.777,8,2.0,1.98,374314.79,262,210,0.66,4,2.6,2.91,470925.29,347,268,0.617,4,1.9,2.16,386032.8,299,268,0.726,5,2.8,2.88,468946.2,300,234,0.656,5,2.3,2.42
NG-SME-00124,food,71,high,7,398109.81,280,251,0.561,46,1.1,1.93,436260.72,245,228,0.611,39,0.5,2.59,304654.41,196,174,0.632,26,0.7,1.35,342580.02,223,134,0.36,28,1.3,1.29,332422.2,269,225,0.817,42,0.5,2.25,468842.08,317,295,0.56,32,1.4,1.79
NG-SME-00125,services,6,medium,1,664909.69,221,194,0.412,22,2.1,3.46,802516.8,401,225,0.406,23,2.6,3.2,641053.86,365,152,0.594,28,1.4,4.65,1019997.11,338,279,0.292,24,1.3,3.11,829431.43,313,253,0.425,33,1.4,2.9,1070172.13,371,316,0.464,24,0.6,2.27
NG-SME-00126,services,37,high,4,394197.85,432,84,0.422,6,2.7,2.97,326680.37,386,79,0.514,9,3.1,2.34,377874.38,294,96,0.347,8,2.6,3.35,403092.75,418,75,0.506,9,3.6,2.44,276815.26,368,74,0.3,7,2.5,3.23,314545.0,283,53,0.564,7,3.7,2.74
NG-SME-00127,transport,37,high,9,544325.37,248,146,0.907,15,1.4,1.5,578668.97,315,150,0.626,13,1.1,0.0,761645.03,349,227,0.851,20,0.9,1.2,944374.75,421,193,0.936,20,1.1,1.53,535562.23,246,134,0.716,14,0.5,0.31,592993.52,262,182,0.925,16,1.8,1.63
NG-SME-00128,services,127,high,3,478469.2,159,153,0.419,37,1.1,2.48,476748.83,185,139,0.295,38,0.6,4.05,391708.18,164,141,0.476,37,0.7,5.07,601920.78,184,148,0.446,38,1.1,2.51,476940.79,227,150,0.525,54,0.5,3.63,483027.1,175,116,0.459,49,1.2,2.62
NG-SME-00129,retail,15,high,9,641415.15,181,125,0.693,20,1.1,2.07,700739.18,211,156,0.754,20,0.5,1.7,881790.24,227,145,0.846,28,1.3,1.28,1076769.25,298,146,0.702,20,1.4,3.48,635363.11,168,91,0.745,22,0.7,2.52,704458.54,205,143,0.748,22,2.0,2.12
NG-SME-00130,food,10,medium,9,325530.13,228,89,0.669,15,2.9,0.88,309185.84,297,116,0.755,14,1.5,1.44,427560.51,274,182,0.577,22,1.9,2.03,518022.78,269,140,0.64,19,2.5,1.77,272572.8,172,91,0.782,11,1.1,2.43,310362.56,196,147,0.636,17,2.7,0.52
NG-SME-00131,services,17,high,2,949125.82,303,186,0.638,1,0.5,3.94,761195.16,291,196,0.502,1,0.6,2.72,902747.87,346,251,0.417,2,1.2,3.6,734134.63,238,224,0.307,2,0.9,3.63,835773.07,314,231,0.489,2,0.5,3.71,1021272.92,320,239,0.533,3,1.7,1.84
NG-SME-00132,retail,74,high,6,472448.68,276,261,0.841,13,1.9,1.76,446024.78,260,313,0.732,19,2.7,1.59,314249.09,281,226,0.629,15,2.3,2.22,278932.21,207,173,0.756,9,2.2,2.03,288825.03,218,216,0.761,13,1.4,2.32,427856.2,268,266,0.769,11,2.3,1.35
NG-SME-00133,transport,42,high,1,464247.82,154,216,0.73,32,2.7,2.59,585292.13,204,213,0.735,25,3.4,1.47,654122.41,251,271,1.0,37,3.3,0.69,718562.31,195,227,0.769,33,2.9,1.4,538041.64,224,253,0.919,38,2.1,1.74,753339.13,283,251,0.694,35,2.7,0.69
NG-SME-00134,retail,88,high,6,968890.88,370,318,0.724,36,2.7,3.17,903389.73,393,346,0.731,40,2.9,3.1,666912.51,315,217,0.862,28,3.2,0.95,567526.82,295,138,0.877,19,3.6,2.5,627757.17,280,200,0.733,37,3.0,1.23,617140.88,335,244,0.86,36,2.3,1.97
NG-SME-00135,services,19,high,2,736080.39,265,44,0.44,6,2.8,3.08,754566.02,309,44,0.629,4,2.9,2.7,828103.7,314,64,0.494,6,2.5,4.66,832134.34,333,46,0.416,4,1.8,3.61,885689.48,297,65,0.382,7,2.8,2.8,973212.72,347,56,0.391,7,2.8,3.15
NG-SME-00136,retail,102,high,6,765643.92,424,316,0.694,20,1.3,2.69,890880.68,510,238,0.713,19,1.2,1.7,568869.74,317,264,0.735,17,0.9,1.35,591716.5,298,210,0.715,7,1.4,2.6,582401.55,299,291,0.717,10,0.5,3.63,672279.37,370,239,0.716,21,1.4,2.32
NG-SME-00137,food,36,high,5,423961.36,318,171,0.641,29,1.0,1.81,629249.78,376,200,0.815,48,1.4,1.44,633380.29,561,168,0.802,38,0.5,1.96,555102.19,351,187,0.785,13,0.9,2.26,390454.59,349,145,0.641,28,1.6,1.27,531344.11,372,166,0.538,27,1.3,2.1
NG-SME-00138,food,78,high,9,142974.55,189,154,0.714,4,1.3,2.63,156208.34,200,195,0.542,5,1.0,2.17,156945.04,272,192,0.701,7,1.4,0.69,213379.77,202,201,0.828,6,1.3,1.98,141504.52,153,188,0.622,4,1.0,0.88,146539.39,224,188,0.524,6,0.7,1.03
NG-SME-00139,food,26,high,6,313533.0,195,205,0.55,6,1.6,1.44,365261.8,222,234,0.605,8,1.3,1.6,278034.62,139,144,0.715,8,1.5,2.7,229997.13,139,167,0.695,7,2.1,0.1,257069.29,183,116,0.649,6,2.1,2.05,288720.46,128,217,0.747,6,2.5,1.53
NG-SME-00140,retail,58,high,5,900423.21,56,218,0.861,10,2.8,2.59,840914.02,99,269,0.77,21,2.2,2.42,903189.14,97,268,0.776,17,2.1,2.1,796725.79,73,303,0.716,14,3.1,2.7,600918.54,81,232,0.675,14,2.8,3.55,798386.03,96,216,0.784,12,2.1,3.53
NG-SME-00141,transport,70,high,5,269763.57,196,191,0.806,27,1.8,1.89,288210.62,220,258,0.996,38,1.0,1.65,334818.85,199,238,0.845,42,2.2,2.07,230063.63,169,173,0.775,32,2.5,1.47,179780.72,161,193,0.881,25,2.0,0.0,254246.37,184,193,1.0,28,2.9,0.8
NG-SME-00142,retail,86,high,11,321515.77,133,104,0.599,16,0.8,2.85,478260.1,117,107,0.67,29,1.2,1.97,309990.35,95,68,0.816,14,1.3,3.83,284604.31,104,91,0.708,17,1.3,3.37,332637.06,125,78,0.77,17,0.5,2.35,320049.01,125,72,0.7,19,1.2,2.02
NG-SME-00143,food,33,high,10,483686.92,183,123,0.58,15,1.9,0.0,560169.65,232,139,0.704,20,2.9,1.62,702059.67,234,181,0.705,10,1.5,2.49,387156.6,178,124,0.875,11,1.5,1.78,499105.36,184,147,0.559,22,2.0,2.3,450811.88,194,106,0.767,16,1.5,2.18
NG-SME-00144,retail,14,high,10,291133.96,173,149,0.812,33,2.0,1.97,297305.5,163,211,0.868,51,3.0,3.75,346030.71,239,155,0.788,41,2.6,2.02,237167.13,111,82,0.773,44,3.4,1.54,299892.29,154,162,0.79,52,3.5,1.83,361772.79,168,118,0.834,41,2.8,2.06
NG-SME-00145,services,26,high,7,677427.41,447,328,0.449,18,0.8,2.23,467350.44,352,234,0.478,16,0.7,2.93,510749.18,331,233,0.654,15,1.6,3.17,634702.1,427,213,0.507,24,0.7,3.11,670161.98,623,261,0.51,22,1.5,3.09,774298.37,421,305,0.423,19,0.9,2.94
NG-SME-00146,transport,17,high,10,456247.48,171,70,0.98,21,1.7,1.69,646719.4,235,63,0.946,40,2.1,1.71,559579.27,199,72,0.671,37,2.3,0.12,396854.34,138,41,0.958,20,2.6,0.41,428228.91,204,55,0.666,34,1.4,1.05,505062.83,187,69,0.94,17,1.5,1.22
NG-SME-00147,retail,28,high,9,500947.14,86,80,0.891,20,1.5,1.83,552930.37,87,93,0.656,25,0.9,1.9,682187.81,115,104,0.824,29,0.8,2.61,723729.2,103,107,0.633,37,0.9,2.37,664525.43,80,59,0.77,26,1.0,2.92,589964.51,103,96,0.791,30,0.8,2.54
NG-SME-00148,services,35,high,11,1010407.22,372,188,0.38,49,1.3,2.69,1183885.71,421,221,0.474,41,0.7,2.29,623231.54,272,129,0.426,25,1.2,2.71,819395.18,402,154,0.536,30,1.2,3.66,1020950.44,379,196,0.411,24,1.0,4.32,992059.46,363,219,0.257,43,0.8,4.2
NG-SME-00149,transport,56,high,6,626257.43,406,171,0.974,16,2.2,2.27,704898.79,353,219,0.772,24,0.8,0.0,384780.09,395,201,0.785,27,2.4,1.81,475191.16,357,150,0.819,17,3.0,2.02,571245.23,427,155,0.64,22,1.7,1.71,482171.85,482,191,0.864,29,2.3,1.27
NG-SME-00150,retail,14,high,2,737147.33,70,54,0.884,19,2.4,3.27,872048.61,109,46,0.757,18,2.4,2.21,1017011.37,131,62,0.694,15,2.2,2.59,739643.92,106,54,0.756,21,1.8,1.11,1084675.34,115,73,0.822,24,2.2,2.74,977197.1,107,72,0.573,23,1.9,1.9
NG-SME-00151,services,38,high,1,341729.21,190,164,0.486,4,2.0,3.05,320032.48,168,145,0.569,3,1.4,3.7,318241.65,256,157,0.354,6,2.0,4.5,298432.38,216,166,0.409,7,0.7,3.51,328253.88,178,167,0.378,6,0.5,3.33,376945.41,239,219,0.481,8,1.5,3.38
NG-SME-00152,services,8,medium,10,936951.46,178,51,0.614,17,0.9,3.19,1204133.74,175,59,0.558,21,0.8,3.14,1034216.79,156,45,0.531,19,0.7,2.45,864069.3,144,34,0.431,12,0.7,3.02,1127070.05,126,34,0.576,20,1.1,4.15,920740.53,146,42,0.515,17,1.7,4.03
NG-SME-00153,services,58,high,7,1700668.23,120,156,0.415,16,0.9,3.51,858091.51,85,92,0.373,14,1.6,3.68,1045857.65,77,97,0.522,15,1.1,3.78,1208708.83,93,138,0.488,12,1.8,2.49,1212144.74,77,112,0.346,14,0.6,2.51,1467649.24,127,97,0.367,13,0.9,2.92
NG-SME-00154,retail,108,high,1,309907.85,114,111,0.612,16,1.0,2.86,362701.56,160,144,0.703,20,1.8,3.9,356556.29,156,156,1.0,16,0.9,2.67,384601.78,165,168,0.822,16,1.5,3.16,329232.07,148,161,0.987,13,0.6,3.7,390286.7,198,176,0.89,22,0.5,2.47
NG-SME-00155,transport,11,medium,2,499032.32,413,131,0.952,8,1.9,0.0,564671.5,384,199,0.71,14,2.6,2.31,609069.56,496,188,0.784,12,2.0,1.31,520820.74,345,182,0.944,13,1.3,1.51,669896.12,540,161,0.876,15,1.8,2.29,655203.77,509,193,0.753,15,2.0,0.7
NG-SME-00156,retail,52,high,8,1050569.42,145,164,0.571,18,0.5,1.08,697457.74,104,140,0.804,21,1.3,3.7,867864.09,161,155,0.717,29,1.9,3.12,961485.3,173,189,0.633,31,2.4,2.11,1148008.99,176,182,0.77,30,1.0,3.49,799190.11,149,159,0.594,16,1.4,2.3
NG-SME-00157,services,53,high,1,433444.23,62,214,0.429,14,3.1,1.38,590262.91,82,226,0.548,14,2.8,3.1,495863.06,85,236,0.502,29,3.3,2.9,564233.08,88,225,0.472,41,3.4,3.59,590068.28,61,170,0.392,25,2.2,2.34,664121.47,90,242,0.252,30,3.0,2.86
NG-SME-00158,food,3,low,5,533978.04,458,40,0.597,28,0.8,2.44,712089.01,586,65,0.731,44,0.5,2.88,770928.61,486,55,0.593,52,0.6,2.65,583898.78,357,43,0.432,24,0.8,2.18,515419.76,286,46,0.783,19,1.3,1.81,551285.78,400,48,0.567,32,1.0,1.02
NG-SME-00159,services,85,high,12,489214.75,386,221,0.328,40,2.0,2.54,240065.16,246,138,0.568,20,2.6,2.37,388308.51,253,161,0.392,12,2.3,3.85,427534.43,265,159,0.341,19,2.0,3.52,340287.96,275,123,0.453,22,2.7,3.34,364690.49,232,138,0.386,22,2.3,2.52
NG-SME-00160,food,53,high,9,149511.21,136,183,0.666,10,3.6,3.38,208297.44,202,105,0.8,11,2.2,1.93,229438.21,201,207,0.519,14,3.8,1.04,196722.25,246,249,0.689,13,2.1,3.29,138050.57,176,205,0.57,8,3.7,0.93,175553.12,189,173,0.6,7,2.1,1.62
NG-SME-00161,food,19,high,1,315765.9,281,139,0.582,22,1.1,0.93,226396.67,297,189,0.517,39,0.8,2.38,279636.2,302,160,0.673,34,0.5,1.41,308048.05,282,177,0.608,38,2.0,2.51,287040.64,294,199,0.713,40,1.8,1.41,310363.01,295,153,0.639,59,0.9,3.12
NG-SME-00162,food,21,high,3,400308.25,260,293,0.594,10,1.8,1.97,514833.28,228,293,0.729,20,2.0,2.29,473484.29,190,273,0.706,19,2.1,2.37,549486.91,224,269,0.552,14,1.2,1.69,526851.83,271,293,0.778,19,3.4,1.3,453369.06,175,185,0.947,17,2.3,2.28
NG-SME-00163,retail,55,high,7,1133864.21,287,115,0.625,19,2.5,2.47,807518.91,267,111,0.823,20,3.1,0.97,570592.07,256,113,0.904,11,2.0,3.05,748797.22,180,115,0.792,16,2.5,2.66,883528.18,259,146,0.7,15,2.1,2.35,968599.12,366,115,0.665,20,1.6,3.1
NG-SME-00164,services,34,high,9,701418.42,239,93,0.555,9,3.1,3.05,1034037.94,216,160,0.351,9,3.0,4.5,987477.24,367,179,0.548,10,3.1,2.83,1277740.87,337,193,0.543,16,3.4,2.65,834273.22,246,113,0.479,4,2.1,3.08,1077465.58,325,152,0.396,8,3.6,3.6
NG-SME-00165,transport,46,high,1,146014.12,187,65,0.904,7,2.4,1.52,224919.44,226,61,1.0,12,2.4,0.14,273095.14,256,66,0.865,14,0.8,1.01,229655.78,269,65,0.708,13,0.7,2.23,192819.54,265,62,0.786,7,1.2,1.15,247945.25,241,53,0.804,11,0.7,1.31
NG-SME-00166,retail,48,high,12,884267.82,334,103,0.861,18,2.2,1.66,541477.94,195,76,0.743,13,2.0,3.27,556591.66,252,77,0.759,10,2.7,1.42,708993.9,286,86,0.722,12,2.3,2.79,849487.59,293,110,0.827,9,2.1,2.53,626746.04,229,81,0.828,16,2.3,1.09
NG-SME-00167,transport,54,high,3,776631.37,105,51,0.756,22,1.9,1.09,774958.62,112,69,0.808,20,1.7,0.13,771371.79,130,67,1.0,17,0.5,2.06,794060.82,162,107,0.9,24,0.8,1.05,922487.77,150,94,0.816,19,1.7,0.0,750487.27,132,75,0.894,24,1.0,0.0
NG-SME-00168,retail,21,high,2,428101.91,135,94,0.747,36,1.2,2.43,460254.9,193,113,0.883,30,0.9,1.45,421027.64,127,122,0.782,49,0.8,0.0,455415.83,153,100,0.86,40,1.5,1.03,514007.59,176,120,0.811,40,1.0,1.17,439800.46,177,134,0.618,47,1.6,2.71
NG-SME-00169,retail,14,high,7,669606.79,214,341,0.688,17,0.6,2.0,528320.62,141,297,0.898,9,0.7,2.68,538137.64,141,179,0.619,14,0.6,2.55,517355.34,98,266,0.87,16,0.5,1.88,629212.63,148,314,0.748,18,0.8,2.22,644371.25,188,215,0.744,15,1.3,3.19
